image_id,method,min_pairwise_de2000,wcag_aa_coverage,wcag_aaa_coverage,reconstruction_error_de2000,harmony_alignment,runtime_seconds
coco_000000187249,median_cut,0.9046740625374415,0.2,0.0,7.918219678426386,0.3657156259094361,0.2021852499965462
coco_000000187249,kmeans_rgb,11.114603184538698,0.5,0.2,7.013975052353391,0.4346858964584276,0.08152216699818382
coco_000000187249,kmeans_lab,16.954348942848323,0.3,0.2,6.691333915313612,0.5932100799169863,0.42009341700031655
coco_000000190923,dsp,24.453733649348198,0.4,0.2,13.541968090941879,0.38673169696139675,0.32739629199932097
coco_000000190923,median_cut,11.907160309200579,0.2,0.1,8.918534744065541,0.7266102661367893,0.1502813339975546
coco_000000190923,kmeans_rgb,14.845469266996181,0.4,0.3,8.707931555822901,0.5953127906449138,0.14741862500522984
coco_000000190923,kmeans_lab,16.42792823019765,0.1,0.1,7.814070894999474,0.3349247640348193,0.39222850000078324
coco_000000213035,dsp,20.044173722686356,0.3,0.2,5.781444799725769,0.2511628348756737,0.3223749160024454
coco_000000213035,median_cut,4.984815248299911,0.4,0.3,4.251608934737993,0.06314203110876686,0.17096395900443895
coco_000000213035,kmeans_rgb,5.7891135919248695,0.5,0.2,3.9323823592721996,0.12994087395599516,0.0606510840007104
coco_000000213035,kmeans_lab,5.3830358326656675,0.5,0.2,3.9914103494486666,0.19551075835422166,0.3854780830006348
coco_000000228214,dsp,24.66537712901138,0.4,0.1,9.269387956111935,0.3635500351759854,0.33736245799809694
coco_000000228214,median_cut,4.163176529259125,0.5,0.3,9.115470748107576,0.4052916901596221,0.1764739170030225
coco_000000228214,kmeans_rgb,13.127323697083309,0.5,0.3,8.260413863941569,0.35011624853645557,0.07417916599661112
coco_000000228214,kmeans_lab,27.683977899675345,0.3,0.1,8.109217668702726,0.33546265179487,0.3701943750056671
coco_000000233370,dsp,25.12640434417675,0.4,0.2,9.577216313274537,0.7332421780108183,0.34043866700085346
coco_000000233370,median_cut,7.262631545292722,0.4,0.2,6.075008084680175,0.4204769722095981,0.19068091599910986
coco_000000233370,kmeans_rgb,10.642485472370005,0.3,0.2,5.921542448104408,0.10583461651279993,0.12459595799737144
